,airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
205755,Air_India,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.42,39,1526
47260,Vistara,Mumbai,Early_Morning,one,Night,Delhi,Economy,13.5,23,6437
34517,Air_India,Delhi,Night,one,Night,Hyderabad,Economy,23.92,44,3855
214093,Vistara,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,28,32859
75272,Vistara,Mumbai,Morning,one,Night,Hyderabad,Economy,11.83,36,3334
105772,Vistara,Bangalore,Morning,one,Evening,Kolkata,Economy,7.33,23,7683
99650,AirAsia,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.67,33,2201
116543,Vistara,Bangalore,Early_Morning,one,Night,Chennai,Economy,12.25,14,12454
189909,Indigo,Chennai,Morning,one,Evening,Mumbai,Economy,9.58,20,5148
152610,Vistara,Hyderabad,Night,one,Night,Delhi,Economy,23.08,2,12276
95993,Vistara,Bangalore,Morning,one,Night,Mumbai,Economy,11.33,13,11205
193583,Air_India,Chennai,Early_Morning,one,Morning,Mumbai,Economy,28.0,47,4357
280624,Vistara,Hyderabad,Night,one,Morning,Bangalore,Business,13.17,9,38099
295565,Vistara,Chennai,Early_Morning,one,Evening,Bangalore,Business,12.25,43,44144
61209,Indigo,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,4.42,48,2124
128129,Vistara,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.33,6,13103
61806,Air_India,Mumbai,Evening,one,Morning,Kolkata,Economy,14.0,3,12768
206305,Air_India,Chennai,Afternoon,one,Night,Hyderabad,Economy,7.5,45,3563
185896,Indigo,Chennai,Afternoon,one,Night,Delhi,Economy,7.67,39,3860
263271,Air_India,Kolkata,Evening,one,Afternoon,Delhi,Business,18.83,37,43910
251330,Vistara,Bangalore,Night,one,Morning,Mumbai,Business,14.42,32,61404
290298,Air_India,Chennai,Evening,one,Afternoon,Delhi,Business,17.17,49,38554
198945,Indigo,Chennai,Late_Night,one,Morning,Kolkata,Economy,6.58,14,6869
79156,Vistara,Mumbai,Afternoon,one,Night,Chennai,Economy,10.33,15,11843
282683,Vistara,Hyderabad,Morning,one,Night,Bangalore,Business,13.0,44,56702
192052,Indigo,Chennai,Evening,one,Night,Mumbai,Economy,5.08,36,2646
104675,GO_FIRST,Bangalore,Early_Morning,one,Night,Kolkata,Economy,14.42,16,5177
121867,Air_India,Kolkata,Evening,one,Afternoon,Delhi,Economy,21.67,16,8524
247660,Vistara,Bangalore,Morning,one,Evening,Delhi,Business,7.42,37,54841
15576,Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,29,3253
129109,GO_FIRST,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,9.58,13,7958
63522,Air_India,Mumbai,Night,one,Evening,Kolkata,Economy,21.67,13,11508
169142,Vistara,Hyderabad,Morning,one,Evening,Bangalore,Economy,9.25,36,5441
250184,Vistara,Bangalore,Morning,one,Night,Mumbai,Business,11.5,19,69244
237601,Vistara,Mumbai,Night,one,Morning,Kolkata,Business,11.42,44,69997
82824,Air_India,Mumbai,Early_Morning,one,Night,Chennai,Economy,14.33,40,7019
1343,AirAsia,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,9,6769
142015,Air_India,Kolkata,Night,two_or_more,Morning,Bangalore,Economy,12.42,46,7054
210502,Vistara,Delhi,Morning,one,Night,Mumbai,Business,12.17,36,53164
256757,Vistara,Bangalore,Night,one,Early_Morning,Hyderabad,Business,10.17,15,37985
207019,Vistara,Delhi,Evening,one,Morning,Mumbai,Business,16.33,5,41281
38852,Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,9.17,25,3684
207944,Vistara,Delhi,Night,one,Morning,Mumbai,Business,11.58,13,58876
213219,Vistara,Delhi,Morning,one,Night,Bangalore,Business,10.58,17,54777
143458,AirAsia,Kolkata,Morning,one,Afternoon,Hyderabad,Economy,5.92,11,6990
241115,Vistara,Mumbai,Night,one,Morning,Hyderabad,Business,11.5,44,58125
143966,Indigo,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,7.0,15,10794
299171,Vistara,Chennai,Morning,one,Night,Hyderabad,Business,11.17,29,41064
170443,Vistara,Hyderabad,Morning,one,Morning,Bangalore,Economy,24.33,47,5441
176793,AirAsia,Hyderabad,Early_Morning,zero,Morning,Chennai,Economy,1.25,8,4454
277275,Vistara,Hyderabad,Afternoon,one,Night,Mumbai,Business,6.67,2,70714
258679,Air_India,Bangalore,Early_Morning,one,Night,Hyderabad,Business,17.42,44,56476
108835,AirAsia,Bangalore,Night,one,Early_Morning,Kolkata,Economy,8.75,44,3393
133581,GO_FIRST,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.42,38,5790
35194,Vistara,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,15.08,48,6172
239614,Vistara,Mumbai,Afternoon,one,Evening,Hyderabad,Business,5.25,24,58125
208954,Vistara,Delhi,Evening,one,Night,Mumbai,Business,6.0,22,60713
174628,Indigo,Hyderabad,Night,zero,Night,Kolkata,Economy,2.08,36,2395
67698,Indigo,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,6.75,35,6962
66016,GO_FIRST,Mumbai,Evening,one,Morning,Kolkata,Economy,14.5,26,7304
51719,Air_India,Mumbai,Evening,one,Evening,Delhi,Economy,24.25,44,5234
3629,SpiceJet,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,20,2621
140475,Air_India,Kolkata,Afternoon,one,Morning,Bangalore,Economy,22.17,36,5135
50033,Vistara,Mumbai,Afternoon,one,Night,Delhi,Economy,7.75,36,6122
93290,SpiceJet,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.08,46,4029
257171,Vistara,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,11.92,21,56588
111772,Indigo,Bangalore,Morning,one,Night,Hyderabad,Economy,10.0,20,3354
241956,Vistara,Mumbai,Morning,zero,Morning,Chennai,Business,2.08,9,23898
254328,Vistara,Bangalore,Morning,one,Evening,Kolkata,Business,10.42,25,51817
137788,Indigo,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.42,18,6489
218998,Air_India,Delhi,Early_Morning,one,Afternoon,Kolkata,Business,7.92,48,47545
68435,Air_India,Mumbai,Morning,one,Morning,Kolkata,Economy,22.08,39,5685
40043,Indigo,Delhi,Evening,zero,Night,Chennai,Economy,3.0,32,2343
23484,Vistara,Delhi,Night,two_or_more,Evening,Kolkata,Economy,23.33,20,9611
289305,Vistara,Chennai,Night,one,Evening,Delhi,Business,20.42,31,57920
118265,Vistara,Bangalore,Morning,one,Night,Chennai,Economy,11.58,33,9734
3622,Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,20,2476
151903,Indigo,Kolkata,Morning,one,Evening,Chennai,Economy,8.58,42,3620
291481,Vistara,Chennai,Morning,one,Night,Mumbai,Business,11.08,19,80566
159083,Air_India,Hyderabad,Evening,two_or_more,Afternoon,Mumbai,Economy,18.67,6,11429
56329,Air_India,Mumbai,Night,one,Afternoon,Bangalore,Economy,15.0,21,6502
11965,Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,12,9735
93630,AirAsia,Bangalore,Night,one,Morning,Delhi,Economy,10.92,48,2723
85453,AirAsia,Bangalore,Evening,one,Morning,Delhi,Economy,14.67,9,11689
219056,Vistara,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.08,49,28872
40942,Air_India,Delhi,Morning,one,Morning,Chennai,Economy,25.92,37,3988
74999,GO_FIRST,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,13.08,34,3687
289403,Vistara,Chennai,Night,one,Morning,Delhi,Business,12.08,33,53440
298134,Vistara,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.08,4,44939
174759,AirAsia,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,6.0,37,2613
257036,Vistara,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,9.0,19,56588
60808,Air_India,Mumbai,Morning,two_or_more,Morning,Bangalore,Economy,20.92,45,8631
96694,Air_India,Bangalore,Night,one,Morning,Mumbai,Economy,12.08,17,6158
231480,Vistara,Mumbai,Evening,one,Evening,Bangalore,Business,26.17,19,48213
110359,Air_India,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,8,9064
49318,Indigo,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,33,2738
283956,Vistara,Hyderabad,Morning,one,Evening,Kolkata,Business,8.33,23,48851
82418,Indigo,Mumbai,Morning,zero,Afternoon,Chennai,Economy,2.0,38,3000
292643,Air_India,Chennai,Night,one,Evening,Mumbai,Business,23.67,37,49553
214185,Air_India,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,29,32859
159140,Air_India,Hyderabad,Night,one,Afternoon,Mumbai,Economy,16.0,7,7774
92957,GO_FIRST,Bangalore,Morning,one,Evening,Delhi,Economy,8.5,44,5696
129916,Indigo,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.5,17,9896
70085,GO_FIRST,Mumbai,Night,one,Early_Morning,Kolkata,Economy,7.92,48,5817
220496,Vistara,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,26,47217
84029,Air_India,Mumbai,Evening,one,Afternoon,Chennai,Economy,18.67,49,4417
102713,Vistara,Bangalore,Morning,one,Night,Mumbai,Economy,13.08,49,6568
122646,Air_India,Kolkata,Morning,one,Evening,Delhi,Economy,10.0,21,5282
111505,AirAsia,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.33,18,1714
258470,Air_India,Bangalore,Afternoon,one,Evening,Hyderabad,Business,6.0,41,56476
208034,Vistara,Delhi,Evening,one,Morning,Mumbai,Business,13.08,14,51384
173478,GO_FIRST,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,12.75,26,5067
115405,Vistara,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.25,48,6262
125632,Air_India,Kolkata,Night,one,Afternoon,Delhi,Economy,16.67,38,8104
248890,Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,1.75,5,20760
190895,Air_India,Chennai,Early_Morning,one,Morning,Mumbai,Economy,28.0,27,5092
189128,Indigo,Chennai,Evening,zero,Night,Mumbai,Economy,2.0,15,6827
91077,AirAsia,Bangalore,Morning,one,Evening,Delhi,Economy,10.75,36,2723
30508,Vistara,Delhi,Night,one,Early_Morning,Hyderabad,Economy,11.17,16,4934
182311,Vistara,Chennai,Morning,one,Night,Delhi,Economy,12.17,16,5606
82133,Vistara,Mumbai,Afternoon,one,Morning,Chennai,Economy,21.5,36,3998
201560,Vistara,Chennai,Evening,one,Evening,Kolkata,Economy,26.42,39,6353
55375,Air_India,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.67,16,7355
37222,Vistara,Delhi,Night,one,Morning,Chennai,Economy,12.17,15,5413
165496,GO_FIRST,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,6.58,49,4165
201691,Vistara,Chennai,Morning,one,Morning,Kolkata,Economy,23.92,40,7081
36438,SpiceJet,Delhi,Evening,one,Afternoon,Chennai,Economy,19.42,11,7425
296247,Air_India,Chennai,Morning,one,Morning,Kolkata,Business,23.08,9,55377
299399,Vistara,Chennai,Evening,one,Morning,Hyderabad,Business,16.5,33,63889
298667,Vistara,Chennai,Early_Morning,one,Afternoon,Hyderabad,Business,5.25,18,41064
10010,Vistara,Delhi,Morning,one,Morning,Bangalore,Economy,24.42,1,10680
214311,Vistara,Delhi,Afternoon,one,Morning,Bangalore,Business,17.33,30,54777
149837,Indigo,Kolkata,Early_Morning,one,Evening,Chennai,Economy,10.17,21,6542
256680,Air_India,Bangalore,Early_Morning,one,Night,Hyderabad,Business,14.42,13,56476
27335,Air_India,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,42,2482
50982,AirAsia,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,41,2336
270614,Air_India,Kolkata,Night,one,Morning,Hyderabad,Business,9.58,10,37016
12789,Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,16,4496
41870,GO_FIRST,Delhi,Afternoon,one,Night,Chennai,Economy,8.83,42,4896
64901,SpiceJet,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,21,4715
193285,Vistara,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,2.0,45,2960
79274,Air_India,Mumbai,Afternoon,one,Night,Chennai,Economy,8.0,16,5677
30668,Vistara,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,17,5761
195682,Vistara,Chennai,Early_Morning,one,Evening,Bangalore,Economy,12.5,25,7240
289261,Vistara,Chennai,Afternoon,one,Night,Delhi,Business,9.08,30,76612
265444,Vistara,Kolkata,Afternoon,one,Night,Mumbai,Business,6.67,22,80511
184977,GO_FIRST,Chennai,Early_Morning,one,Evening,Delhi,Economy,13.58,33,4827
182183,Vistara,Chennai,Morning,one,Late_Night,Delhi,Economy,14.42,15,11448
33945,Indigo,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,40,3013
113408,Indigo,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.17,33,1694
91485,AirAsia,Bangalore,Early_Morning,two_or_more,Evening,Delhi,Economy,10.17,38,2723
182198,Air_India,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,5.92,15,13653
29429,Vistara,Delhi,Evening,one,Morning,Hyderabad,Economy,17.0,7,11310
99041,Air_India,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.92,29,6578
81957,Indigo,Mumbai,Early_Morning,one,Morning,Chennai,Economy,7.17,35,2730
80562,Vistara,Mumbai,Night,one,Evening,Chennai,Economy,18.42,25,4348
216329,Air_India,Delhi,Early_Morning,one,Morning,Kolkata,Business,29.17,9,48882
75970,Air_India,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,15.58,40,4173
242286,Air_India,Mumbai,Night,one,Evening,Chennai,Business,20.17,13,51117
25092,Air_India,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.92,29,10052
20960,Vistara,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.0,6,18016
291609,Vistara,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,21,69713
184626,Vistara,Chennai,Afternoon,one,Late_Night,Delhi,Economy,11.67,31,4971
200111,Indigo,Chennai,Evening,one,Late_Night,Kolkata,Economy,6.33,24,8239
270954,Vistara,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Business,5.42,17,52175
89032,GO_FIRST,Bangalore,Morning,one,Night,Delhi,Economy,10.17,26,4028
228293,Vistara,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.08,34,22140
20520,GO_FIRST,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.25,4,5954
294413,Vistara,Chennai,Early_Morning,one,Evening,Bangalore,Business,12.25,21,44144
138638,Air_India,Kolkata,Afternoon,one,Morning,Bangalore,Economy,22.17,24,5477
284602,Air_India,Hyderabad,Morning,one,Early_Morning,Kolkata,Business,19.67,35,36660
185470,Vistara,Chennai,Morning,one,Evening,Delhi,Economy,8.33,36,5206
193215,Air_India,Chennai,Night,one,Afternoon,Mumbai,Economy,16.5,44,4357
194282,Air_India,Chennai,Morning,one,Night,Bangalore,Economy,10.17,8,14388
191494,Indigo,Chennai,Morning,one,Afternoon,Mumbai,Economy,5.5,32,1830
106394,Vistara,Bangalore,Early_Morning,two_or_more,Night,Kolkata,Economy,14.83,27,6956
49024,GO_FIRST,Mumbai,Morning,one,Evening,Delhi,Economy,9.5,31,7900
174802,Vistara,Hyderabad,Night,one,Night,Kolkata,Economy,26.17,37,6170
219150,Air_India,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.58,2,44462
288639,Air_India,Chennai,Afternoon,one,Night,Delhi,Business,5.5,20,45185
272119,Vistara,Kolkata,Early_Morning,one,Night,Hyderabad,Business,15.75,40,52175
293198,Vistara,Chennai,Afternoon,zero,Afternoon,Mumbai,Business,2.0,46,23838
82572,AirAsia,Mumbai,Night,one,Morning,Chennai,Economy,12.33,39,1890
146513,Indigo,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,6.42,36,6959
298562,Vistara,Chennai,Morning,one,Evening,Hyderabad,Business,9.17,15,51457
74179,Air_India,Mumbai,Morning,one,Evening,Hyderabad,Economy,7.75,28,5977
103973,Vistara,Bangalore,Night,one,Morning,Kolkata,Economy,11.42,11,11205
9340,Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,46,6296
239246,Vistara,Mumbai,Morning,one,Evening,Hyderabad,Business,6.58,19,58125
100358,Air_India,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.83,36,6578
21868,SpiceJet,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,12,6060
41152,Vistara,Delhi,Night,one,Morning,Chennai,Economy,15.17,38,5328
285445,Air_India,Hyderabad,Early_Morning,one,Evening,Chennai,Business,13.67,4,39682
107342,Indigo,Bangalore,Evening,one,Night,Kolkata,Economy,6.33,34,3393
105800,Vistara,Bangalore,Morning,one,Evening,Kolkata,Economy,8.08,23,8427
147709,GO_FIRST,Kolkata,Evening,one,Night,Hyderabad,Economy,6.17,46,6232
17641,Vistara,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,38,4816
179143,Vistara,Hyderabad,Morning,one,Morning,Chennai,Economy,24.33,34,6287
276319,Air_India,Hyderabad,Night,one,Evening,Delhi,Business,21.08,32,39499
271819,Air_India,Kolkata,Morning,one,Morning,Hyderabad,Business,25.5,34,52063
212342,Air_India,Delhi,Evening,one,Morning,Bangalore,Business,15.17,7,42457
246083,Air_India,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,7.67,18,35554
119910,GO_FIRST,Kolkata,Early_Morning,one,Night,Delhi,Economy,15.25,4,6488
196621,Air_India,Chennai,Afternoon,one,Night,Bangalore,Economy,31.58,36,6072
225874,Air_India,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.25,11,22140
22620,AirAsia,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.75,16,5953
86158,AirAsia,Bangalore,Night,one,Late_Night,Delhi,Economy,5.0,13,7484
198852,Vistara,Chennai,Early_Morning,one,Night,Kolkata,Economy,15.83,13,11069
142937,Vistara,Kolkata,Evening,one,Morning,Hyderabad,Economy,14.92,6,11139
50131,AirAsia,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,37,2336
287176,Air_India,Hyderabad,Morning,one,Evening,Chennai,Business,7.67,40,51595
119072,Indigo,Bangalore,Night,zero,Night,Chennai,Economy,0.83,43,1604
281633,Vistara,Hyderabad,Night,one,Night,Bangalore,Business,25.25,26,38099
200728,Indigo,Chennai,Morning,one,Evening,Kolkata,Economy,8.5,31,4079
250964,Air_India,Bangalore,Evening,one,Evening,Mumbai,Business,26.17,28,54684
265982,Air_India,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,8.83,30,57742
242816,Vistara,Mumbai,Evening,one,Morning,Chennai,Business,15.42,20,64173
98436,Air_India,Bangalore,Evening,one,Evening,Mumbai,Economy,24.67,26,6158
245907,Vistara,Bangalore,Evening,one,Morning,Delhi,Business,16.0,15,57081
8427,Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,42,3855
89822,Vistara,Bangalore,Morning,one,Evening,Delhi,Economy,8.58,30,4111
92777,AirAsia,Bangalore,Afternoon,two_or_more,Late_Night,Delhi,Economy,10.67,44,2723
174505,Indigo,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,35,3088
144782,Vistara,Kolkata,Evening,one,Evening,Hyderabad,Economy,25.17,22,5760
225277,Vistara,Mumbai,Early_Morning,one,Evening,Delhi,Business,10.5,5,36565
242327,Vistara,Mumbai,Morning,zero,Morning,Chennai,Business,2.08,14,23898
134499,Vistara,Kolkata,Night,one,Morning,Mumbai,Economy,15.17,43,6067
52,Air_India,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.0,1,12990
266827,Air_India,Kolkata,Morning,one,Night,Mumbai,Business,11.75,42,50271
36331,Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,6.67,10,7950
120591,AirAsia,Kolkata,Evening,two_or_more,Late_Night,Delhi,Economy,10.67,9,5953
189516,Vistara,Chennai,Morning,one,Night,Mumbai,Economy,9.5,17,14624
275938,Air_India,Hyderabad,Afternoon,zero,Afternoon,Delhi,Business,2.25,25,24122
81626,Vistara,Mumbai,Afternoon,one,Morning,Chennai,Economy,19.25,32,4913
236518,Air_India,Mumbai,Night,one,Morning,Kolkata,Business,11.5,31,49725
122637,Indigo,Kolkata,Evening,zero,Night,Delhi,Economy,2.5,21,4809
60216,GO_FIRST,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.92,42,6319
215531,Vistara,Delhi,Night,one,Morning,Bangalore,Business,12.17,45,42457
138099,Vistara,Kolkata,Evening,one,Night,Bangalore,Economy,5.25,20,6841
32969,Vistara,Delhi,Night,one,Afternoon,Hyderabad,Economy,14.58,33,5549
181295,SpiceJet,Chennai,Afternoon,one,Night,Delhi,Economy,7.0,9,14388
13157,Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,18,3253
204267,Vistara,Chennai,Afternoon,two_or_more,Early_Morning,Hyderabad,Economy,19.33,20,6347
61592,GO_FIRST,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,10.42,1,16917
271588,Vistara,Kolkata,Night,one,Early_Morning,Hyderabad,Business,11.25,30,49207
240358,Vistara,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,10.5,34,53645
42071,Air_India,Delhi,Morning,two_or_more,Early_Morning,Chennai,Economy,20.33,43,6958
52868,Vistara,Mumbai,Evening,one,Evening,Bangalore,Economy,21.25,1,13182
254725,Vistara,Bangalore,Early_Morning,one,Evening,Kolkata,Business,10.17,31,51817
11050,Vistara,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.0,7,11258
57523,GO_FIRST,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.67,28,2124
184575,AirAsia,Chennai,Evening,one,Morning,Delhi,Economy,17.83,31,2477
267630,Air_India,Kolkata,Afternoon,one,Late_Night,Bangalore,Business,8.67,7,60978
24466,GO_FIRST,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.17,26,3820
18583,AirAsia,Delhi,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,6.75,42,5220
119218,Vistara,Bangalore,Morning,one,Evening,Chennai,Economy,6.58,44,6510
21455,AirAsia,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,10,5953
165684,Vistara,Hyderabad,Morning,one,Night,Bangalore,Economy,10.08,3,20308
280571,Vistara,Hyderabad,Morning,one,Morning,Bangalore,Business,24.33,8,38099
195246,GO_FIRST,Chennai,Morning,one,Evening,Bangalore,Economy,8.17,20,13538
143744,Air_India,Kolkata,Afternoon,two_or_more,Morning,Hyderabad,Economy,21.0,13,11175
153733,Indigo,Hyderabad,Morning,one,Evening,Delhi,Economy,5.33,13,9493
4022,GO_FIRST,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,22,2410
245937,Air_India,Bangalore,Early_Morning,one,Evening,Delhi,Business,12.58,16,42521
203375,Indigo,Chennai,Morning,one,Evening,Hyderabad,Economy,7.92,11,4202
183868,Vistara,Chennai,Morning,one,Evening,Delhi,Economy,7.17,26,5206
120628,Air_India,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.5,9,7329
35551,Air_India,Delhi,Morning,one,Early_Morning,Chennai,Economy,22.25,3,9840
132574,GO_FIRST,Kolkata,Afternoon,one,Late_Night,Mumbai,Economy,10.33,32,6135
181878,Vistara,Chennai,Morning,one,Afternoon,Delhi,Economy,4.75,13,11553
247730,Vistara,Bangalore,Night,one,Morning,Delhi,Business,10.92,38,50361
127952,Vistara,Kolkata,Evening,one,Evening,Mumbai,Economy,21.75,5,11675
165503,GO_FIRST,Hyderabad,Night,one,Afternoon,Mumbai,Economy,14.83,49,4165
243470,Vistara,Mumbai,Night,one,Morning,Chennai,Business,13.0,29,61933
